,carat,cut,color,clarity,depth,table,price,x,y,z
2716,0.5,Fair,G,VS1,67.6,56.0,1257,5.02,4.89,3.35
2717,0.24,Ideal,G,IF,61.7,56.0,559,3.99,4.01,2.47
2718,0.77,Very Good,G,VVS2,62.8,58.0,3829,5.84,5.78,3.65
2719,1.04,Ideal,J,SI2,60.4,57.0,3762,6.55,6.6,3.97
2720,0.5,Premium,G,VVS2,61.6,60.0,1838,5.1,5.13,3.15
2721,0.53,Very Good,G,SI1,61.2,55.0,1237,5.21,5.34,3.23
2722,0.38,Good,G,VS2,58.8,62.0,771,4.68,4.71,2.76
2723,1.52,Very Good,G,VS1,59.3,59.0,12916,7.48,7.55,4.46
2724,1.17,Very Good,G,SI2,61.2,58.0,5595,6.84,6.86,4.19
2725,0.31,Ideal,E,VVS2,61.6,55.0,791,4.37,4.4,2.7
2726,0.28,Premium,H,VVS1,59.9,62.0,646,4.28,4.23,2.55
2727,0.61,Very Good,F,VS2,62.6,60.0,1805,5.34,5.39,3.36
2728,0.24,Very Good,F,VVS2,62.0,58.0,552,3.95,3.98,2.46
2729,1.02,Ideal,G,VS1,62.8,55.0,7574,6.45,6.41,4.04
2730,0.9,Very Good,E,SI2,63.5,58.0,3697,6.08,6.14,3.88
2731,1.08,Good,E,SI1,63.1,59.0,5096,6.49,6.53,4.11
2732,1.01,Very Good,H,SI1,62.3,57.0,4306,6.36,6.42,3.98
2733,1.02,Ideal,E,SI2,62.9,57.0,4798,6.44,6.38,4.03
2734,0.72,Very Good,F,SI1,61.1,54.0,2673,5.82,5.84,3.56
2735,0.72,Good,D,SI1,63.1,55.0,2757,5.69,5.75,3.61
2736,1.5,Good,I,VS1,57.9,60.0,9828,7.48,7.44,4.32
2737,1.6,Very Good,H,SI1,63.1,58.0,10078,7.45,7.39,4.68
2738,1.07,Ideal,I,SI1,,57.0,5748,6.57,6.59,4.05
2739,0.4,Good,F,VVS1,60.6,62.0,1080,4.71,4.73,2.86
2740,0.32,Ideal,D,VS2,62.3,57.0,972,4.41,4.39,2.74
2741,2.03,Very Good,I,VS2,59.9,57.0,17297,8.14,8.25,4.91
2742,0.57,Ideal,F,VVS2,60.6,56.0,2722,5.35,5.38,3.25
2743,1.61,Good,H,SI2,63.8,62.0,9169,7.38,7.35,4.7
2744,1.22,Premium,H,SI1,60.6,60.0,6387,6.92,6.85,4.17
2745,2.0,Premium,I,SI2,60.0,58.0,10976,8.23,8.17,4.92
2746,1.11,Premium,F,VS1,62.8,56.0,7310,6.62,6.57,4.14
2747,1.0,Fair,F,SI2,,67.0,4036,6.48,6.41,3.8
2748,1.5,Fair,H,I1,,61.0,3175,6.99,6.81,4.78
2749,0.73,Fair,I,SI2,61.3,67.0,1892,5.77,5.64,3.51
2750,1.04,Ideal,G,SI2,63.1,55.0,4414,6.45,6.52,4.09
2751,1.06,Premium,F,SI1,62.4,58.0,4862,6.56,6.51,4.07
2752,0.29,Very Good,H,SI2,60.7,60.0,404,4.33,4.37,2.64
2753,0.84,Ideal,G,,62.3,55.0,2879,6.08,6.03,3.77
2754,0.31,Good,E,SI1,,54.0,544,4.31,4.34,2.73
2755,2.29,Fair,J,VS2,57.0,66.0,13701,8.8,8.6,4.98
2756,1.0,Premium,H,SI2,63.0,61.0,4088,6.35,6.31,3.99
2757,0.71,Ideal,D,SI2,62.5,56.0,2487,5.7,5.73,3.57
2758,1.02,Fair,I,SI2,65.5,57.0,3802,6.19,6.24,4.07
2759,0.56,Ideal,D,VS1,62.5,56.0,2292,5.26,5.3,3.3
2760,0.7,Fair,I,VVS2,64.7,55.0,2117,5.62,5.51,3.6
2761,0.32,Ideal,D,SI1,62.0,57.0,589,4.37,4.4,2.72
2762,0.3,Ideal,D,SI1,61.4,55.0,709,4.34,4.29,2.65
2763,0.72,Very Good,H,SI1,61.5,56.0,2277,5.77,5.8,3.56
2764,1.5,Very Good,F,SI1,62.6,60.0,10766,7.18,7.27,4.52
2765,1.18,Very Good,I,IF,63.3,58.0,6867,6.69,6.73,4.25
2766,0.32,Ideal,D,VS2,61.0,56.0,972,4.46,4.42,2.71
2767,0.51,Ideal,D,SI1,60.4,55.0,1687,5.48,5.18,3.16
2768,0.9,Ideal,D,SI1,60.7,57.0,4304,6.23,6.16,3.76
2769,0.36,Ideal,I,VS2,61.8,55.0,505,4.58,4.61,2.84
2770,1.02,Premium,F,VS2,63.0,60.0,5704,6.41,6.35,4.02
2771,0.7,Premium,D,VS2,61.3,58.0,2415,5.72,5.67,3.48
2772,0.41,Premium,G,VS1,60.5,58.0,899,4.76,4.8,2.89
2773,1.01,Very Good,I,VS1,63.4,57.0,5041,6.32,6.39,4.03
2774,1.06,Ideal,J,VS2,61.4,56.0,5459,6.55,6.6,4.04
2775,0.41,Ideal,G,VS1,62.4,57.0,961,4.75,4.7,2.95
2776,0.4,Very Good,H,VS2,59.1,61.0,737,4.81,4.84,2.85
2777,0.35,Very Good,G,IF,59.1,59.0,1044,4.59,4.62,2.72
2778,0.3,Premium,H,VS2,61.1,61.0,608,4.32,4.29,2.63
2779,1.23,Premium,H,VS2,59.3,58.0,5979,7.0,6.94,4.13
2780,1.5,Premium,E,VS2,61.8,59.0,14790,7.31,7.38,4.54
2781,1.04,Very Good,G,VS2,62.3,54.0,6095,6.49,6.55,4.06
2782,0.62,Ideal,E,VS1,61.3,56.0,2731,5.52,5.54,3.39
2783,0.37,Ideal,G,SI1,61.0,56.0,608,4.61,4.68,2.84
2784,1.08,Premium,H,VS2,62.1,58.0,5250,6.63,6.51,4.08
2785,0.23,Very Good,E,VS2,62.4,60.0,400,3.9,3.92,2.44
2786,0.41,Very Good,E,VVS2,62.2,57.0,1116,4.76,4.79,2.97
2787,0.5,Good,E,SI1,64.0,56.0,1147,5.03,4.9,3.18
2788,0.4,Very Good,E,VS2,59.1,60.0,814,4.81,4.84,2.85
2789,0.5,Ideal,H,VS1,61.9,54.0,1370,5.12,5.15,3.18
2790,0.93,Good,G,SI1,63.8,58.0,4375,6.14,6.09,3.9
2791,0.52,Ideal,D,SI1,60.0,56.0,1600,5.19,5.24,3.13
2792,0.9,Very Good,G,SI2,62.6,60.0,3593,6.1,6.16,3.84
2793,0.41,Very Good,D,VS2,59.2,58.0,995,4.83,4.87,2.87
2794,0.51,Good,E,SI1,63.9,54.0,1443,5.09,5.05,3.24
2795,2.18,Premium,G,SI2,61.9,60.0,18003,8.29,8.24,5.12
2796,0.32,Ideal,G,VVS1,61.9,56.0,842,4.39,4.4,2.72
2797,1.04,Very Good,G,VS1,63.4,59.0,6814,6.46,6.38,4.07
2798,1.04,Premium,E,VVS2,62.8,58.0,9882,6.45,6.42,4.04
2799,1.04,Ideal,I,SI1,61.7,57.0,4344,6.49,6.54,4.02
2800,0.74,Ideal,G,VS1,61.5,56.0,3572,5.79,5.82,3.57
2801,0.28,Ideal,G,IF,62.4,55.0,650,4.17,4.2,2.61
2802,0.7,Premium,H,SI1,60.9,62.0,2176,5.72,5.67,3.47
2803,1.33,Premium,E,SI2,62.5,58.0,7090,7.03,6.99,4.38
2804,1.7,Good,H,SI1,64.1,58.0,9158,7.54,7.51,4.83
2805,0.9,Very Good,I,VS2,63.4,56.0,3489,6.09,6.12,3.87
2806,0.3,Good,D,SI1,63.8,57.0,709,4.29,4.27,2.73
2807,0.54,Premium,G,VS2,60.0,59.0,1637,5.42,5.22,3.19
2808,0.35,Very Good,H,SI1,63.3,54.0,647,4.53,4.51,2.86
2809,0.55,Very Good,D,VS2,59.8,57.0,1867,5.31,5.35,3.19
2810,0.53,Ideal,E,VS2,61.3,55.0,1739,5.22,5.25,3.21
2811,0.7,Premium,H,VS1,62.3,59.0,2293,5.71,5.66,3.54
2812,0.6,Ideal,H,SI2,61.9,55.0,1238,5.43,5.46,3.37
2813,0.3,Fair,F,VS2,56.3,64.0,729,4.44,4.39,2.5
2814,0.37,Ideal,E,VVS1,61.5,56.0,1179,4.64,4.59,2.84
2815,2.03,Very Good,E,SI2,63.1,56.0,14646,8.01,7.99,5.05
2816,0.51,Ideal,F,VVS2,62.4,57.0,2203,5.12,5.08,3.18
2817,0.3,Good,G,SI1,63.8,56.0,574,4.3,4.26,2.73
2818,1.05,Premium,H,SI2,61.7,59.0,3352,6.59,6.53,4.05
2819,1.2,Ideal,I,VS1,62.1,57.0,6324,6.84,6.8,4.23
2820,0.51,Ideal,E,SI1,62.5,56.0,1343,5.07,5.1,3.18
2821,0.31,Premium,I,VVS2,59.4,59.0,544,4.41,4.44,2.63
2822,0.7,Very Good,I,VS1,62.7,58.0,2288,5.61,5.65,3.53
2823,1.32,Ideal,H,VVS1,62.1,55.0,9572,6.98,7.03,4.35
2824,1.03,Very Good,D,SI1,60.5,61.0,5313,6.43,6.47,3.9
2825,0.3,Very Good,I,VVS2,60.1,63.0,526,4.28,4.31,2.58
2826,0.75,Very Good,F,SI1,62.1,57.0,2500,5.82,5.88,3.63
2827,0.51,Good,D,SI2,63.8,56.0,1180,5.07,5.09,3.24
2828,2.21,Premium,F,SI1,62.1,59.0,16804,8.33,8.26,5.15
2829,0.77,Very Good,G,SI1,62.7,57.0,2633,5.79,5.85,3.65
2830,1.58,Ideal,E,VS1,62.6,56.0,18057,7.44,7.41,4.65
2831,2.29,Premium,G,SI2,62.4,60.0,15366,8.41,8.36,5.23
2832,0.91,Very Good,F,SI2,62.5,58.0,4334,6.1,6.16,3.83
2833,1.21,Ideal,H,SI1,,56.0,6629,6.81,6.84,4.23
2834,0.3,Very Good,F,SI2,62.2,58.0,394,4.22,4.33,2.66
2835,0.51,Ideal,F,SI2,62.7,57.0,1046,5.08,5.1,3.19
2836,0.38,Ideal,E,VS1,61.9,55.2,979,4.62,4.65,2.87
2837,1.13,Premium,H,I1,62.7,59.0,3480,6.58,6.63,4.14
2838,0.55,Ideal,E,VVS2,61.1,57.0,2664,5.3,5.33,3.24
2839,2.13,Premium,I,SI2,59.8,58.0,12980,8.43,8.37,5.02
2840,1.0,Fair,G,I1,66.4,59.0,2808,6.16,6.09,4.07
2841,1.5,Good,F,VS2,63.6,55.0,13853,7.27,7.22,4.61
2842,0.33,Premium,G,VS2,62.6,58.0,743,4.44,4.41,2.77
2843,0.41,Premium,G,VS1,61.9,58.0,961,4.78,4.75,2.95
2844,0.56,Ideal,E,SI1,62.7,57.0,1580,5.23,5.27,3.29
2845,0.77,Very Good,I,VS2,63.2,58.0,2513,5.79,5.85,3.68
2846,0.57,Good,G,VS2,58.2,66.0,1816,5.34,5.45,3.14
2847,0.32,Ideal,G,VVS1,61.9,55.0,814,4.43,4.46,2.75
2848,1.0,Very Good,E,SI2,60.5,59.0,4435,6.44,6.48,3.91
2849,1.2,Premium,E,SI1,61.8,56.0,6653,6.82,6.75,4.19
2850,1.02,Good,F,VS1,63.7,57.0,7197,6.39,6.35,4.06
2851,0.5,Very Good,D,VS2,62.8,58.0,1752,5.03,5.07,3.17
2852,0.3,Very Good,J,SI1,62.7,59.0,351,4.21,4.27,2.66
2853,0.74,Very Good,F,SI1,62.7,58.0,2715,5.71,5.78,3.6
2854,1.72,Ideal,G,SI2,62.8,59.0,10268,7.62,7.55,4.76
2855,1.0,Good,H,SI1,63.7,60.0,4788,6.33,6.3,4.02
2856,0.23,Very Good,H,VVS2,62.0,55.0,378,3.93,3.95,2.44
2857,1.29,Ideal,F,SI2,61.7,54.0,6509,7.08,6.99,4.34
2858,0.72,Ideal,F,SI1,,59.0,2706,5.75,5.79,3.56
2859,0.53,Premium,G,SI1,61.0,59.0,1273,5.25,5.21,3.19
2860,1.07,Ideal,F,SI2,62.0,56.0,5077,6.51,6.55,4.09
2861,1.51,Premium,E,VS2,62.2,59.0,14171,7.31,7.36,4.56
2862,0.51,Premium,G,VS1,62.2,58.0,1662,5.11,5.09,3.17
2863,1.07,Good,F,SI2,61.3,65.0,4446,6.59,6.41,4.0
2864,0.7,Premium,J,VVS1,60.9,58.0,1844,5.74,5.79,3.51
2865,1.01,Good,G,VS2,57.5,62.0,5701,6.58,6.53,3.77
2866,0.28,Ideal,G,VVS1,61.8,55.0,650,4.19,4.23,2.6
2867,0.3,Ideal,G,SI2,62.1,58.0,422,4.27,4.3,2.66
2868,0.59,Premium,D,SI2,61.2,60.0,1572,5.42,5.37,3.3
2869,0.51,Ideal,G,VS1,62.1,55.0,1656,5.14,5.17,3.2
2870,0.6,Ideal,E,SI1,61.4,57.0,1601,5.52,5.46,3.37
2871,0.9,Very Good,F,SI2,62.0,61.0,3770,6.14,6.16,3.81
2872,1.5,Good,E,SI2,63.9,58.0,9072,7.26,7.21,4.62
2873,1.16,Ideal,I,VS2,61.5,57.0,5207,6.75,6.78,4.16
2874,2.1,Ideal,H,SI1,61.7,53.0,15035,8.3,8.19,5.09
2875,1.09,Ideal,E,VS2,60.6,58.0,7796,6.66,6.7,4.05
2876,0.51,Very Good,D,SI2,60.3,57.0,1204,5.15,5.17,3.11
2877,0.42,Very Good,E,SI2,58.8,60.0,653,4.86,4.9,2.87
2878,1.22,Ideal,G,VVS2,62.3,56.0,10221,6.84,6.81,4.25
2879,1.4,Fair,F,,66.5,56.0,8216,6.83,6.76,4.52
2880,1.34,Ideal,J,SI2,62.5,57.0,5273,7.0,7.08,4.4
2881,0.7,Premium,F,SI1,59.4,60.0,2239,5.77,5.74,3.42
2882,0.4,Good,D,SI1,63.1,57.0,720,4.69,4.73,2.97
2883,0.36,Very Good,F,SI1,60.7,54.0,641,4.64,4.67,2.83
2884,0.7,Very Good,E,SI2,61.1,62.0,2230,5.68,5.72,3.48
2885,1.51,Premium,I,VVS2,61.1,60.0,10623,7.33,7.36,4.49
2886,1.06,Ideal,G,VVS2,61.7,56.0,8358,6.59,6.56,4.06
2887,0.36,Ideal,E,VVS2,61.9,55.0,998,4.57,4.61,2.84
2888,0.94,Good,I,SI2,63.8,60.0,3134,6.14,6.21,3.94
2889,0.7,Good,H,SI1,65.0,57.0,2117,5.52,5.59,3.61
2890,0.58,Ideal,G,VS1,60.1,55.0,1830,5.44,5.4,3.26
2891,1.53,Premium,H,SI2,61.5,60.0,6512,7.46,7.39,4.56
2892,1.01,Ideal,E,VS1,62.7,55.0,7665,6.45,6.4,4.03
2893,1.31,Ideal,H,VS2,61.8,57.0,8261,7.02,7.06,4.35
2894,0.43,Ideal,F,VVS1,62.0,57.0,1358,4.81,4.84,2.99
2895,0.59,Ideal,I,VVS1,61.2,56.0,2049,5.42,5.46,3.33
2896,1.0,Premium,F,SI1,61.2,58.0,5197,6.4,6.44,3.93
2897,1.02,Premium,H,VS2,61.2,58.0,5217,6.47,6.5,3.97
2898,0.59,Ideal,E,VVS2,62.0,55.0,2761,5.38,5.43,3.35
2899,0.91,Premium,G,SI1,62.2,57.0,3816,6.17,6.12,3.82
2900,0.25,Ideal,D,,61.5,55.0,452,4.09,4.14,2.52
2901,0.31,Ideal,F,VVS1,62.1,54.0,840,4.37,4.39,2.72
2902,1.06,Very Good,H,SI1,62.6,58.0,5020,6.4,6.51,4.04
2903,0.3,Ideal,G,VVS2,61.8,57.0,665,4.29,4.32,2.66
2904,0.31,Ideal,F,IF,62.0,56.0,1046,4.36,4.32,2.69
2905,0.51,Very Good,F,SI1,61.8,57.0,1374,5.1,5.13,3.16
2906,0.82,Ideal,E,SI2,62.2,57.0,3012,6.0,5.97,3.72
2907,1.62,Ideal,G,VS2,61.7,56.0,14777,7.53,7.57,4.66
2908,1.23,Ideal,J,VS1,62.2,55.0,6100,6.83,6.86,4.26
2909,0.33,Very Good,E,VS2,62.8,56.0,627,4.4,4.42,2.77
2910,0.64,Very Good,H,SI2,64.2,58.0,1292,5.43,5.48,3.5
2911,0.56,Very Good,E,VVS2,62.1,58.0,2040,5.27,5.33,3.3
2912,0.52,Very Good,H,VVS2,61.7,63.0,1605,5.26,5.16,3.22
2913,1.27,Very Good,J,VS1,63.4,60.0,5690,6.85,6.8,4.33
2914,1.52,Fair,H,I1,64.9,58.0,3504,7.18,7.13,4.65
2915,0.35,Ideal,D,VS2,62.0,55.0,829,4.47,4.53,2.79
2916,1.51,Premium,F,SI2,59.9,58.0,9471,7.53,7.46,4.49
2917,0.31,Very Good,G,SI1,63.2,54.0,593,4.33,4.31,2.73
2918,1.03,Very Good,G,VS1,61.3,56.1,7511,6.5,6.52,3.99
2919,0.7,Good,D,VVS2,63.3,54.0,3267,5.6,5.64,3.56
2920,2.01,Good,I,SI2,63.5,60.0,12985,7.86,7.94,5.02
2921,2.18,Ideal,I,SI2,62.5,55.0,15706,8.31,8.34,5.2
2922,0.38,Ideal,E,SI1,,58.0,658,4.71,4.63,2.88
2923,0.71,Ideal,G,VS2,61.7,57.0,2511,5.75,5.72,3.54
2924,0.33,Ideal,G,IF,62.1,56.0,1052,4.44,4.41,2.75
2925,0.41,Ideal,F,VS1,62.6,55.0,1076,4.77,4.75,2.98
2926,0.77,Premium,I,VS1,62.6,55.0,2524,5.9,5.85,3.68
2927,0.38,Premium,F,VS1,62.4,59.0,998,4.63,4.57,2.87
2928,0.57,Ideal,G,VS1,62.1,56.0,1868,5.31,5.34,3.3
2929,0.3,Ideal,I,VVS1,61.1,57.0,552,4.32,4.36,2.65
2930,0.91,Ideal,F,SI2,61.8,56.0,2718,6.19,6.17,3.82
2931,1.47,Premium,F,SI2,61.6,60.0,8314,7.38,7.33,4.53
2932,1.24,Premium,H,VS1,61.2,59.0,7358,6.91,6.94,4.24
2933,0.3,Premium,E,VVS2,,60.0,1013,4.31,4.28,2.64
2934,0.51,Ideal,G,VS1,61.6,54.0,1599,5.16,5.19,3.19
2935,0.34,Ideal,G,VS2,62.4,57.0,663,4.48,4.46,2.79
2936,0.43,Ideal,E,VVS2,60.8,57.0,1135,4.9,4.87,2.97
2937,0.42,Premium,F,VVS2,59.6,59.0,1221,4.86,4.83,2.89
2938,0.43,Ideal,D,VVS1,62.3,56.0,1584,4.81,4.82,3.0
2939,1.01,Premium,F,SI2,62.2,59.0,5096,6.41,6.38,3.98
2940,1.01,Fair,H,SI2,65.4,59.0,2846,6.3,6.26,4.11
2941,0.71,Ideal,G,VVS2,60.7,57.0,2843,5.81,5.78,3.52
2942,0.7,Premium,E,VS2,60.8,58.0,2673,5.7,5.74,3.48
2943,0.57,Ideal,F,VS2,62.1,55.0,1637,5.31,5.35,3.31
2944,0.5,Very Good,E,SI2,63.3,56.0,1181,5.09,5.05,3.21
2945,2.01,Very Good,F,SI2,62.0,54.0,17005,8.03,8.12,5.01
2946,0.32,Premium,H,VVS2,62.3,58.0,645,4.33,4.37,2.71
2947,0.58,Good,F,VVS2,62.2,61.0,2494,5.37,5.44,3.36
2948,1.03,Ideal,F,VS1,59.0,55.0,7752,6.67,6.62,3.92
2949,0.78,Ideal,G,VS2,61.7,55.0,3184,5.94,5.89,3.65
2950,0.37,Ideal,E,SI1,61.9,56.0,833,4.6,4.57,2.84
2951,0.77,Ideal,H,VS2,60.9,56.0,3332,5.89,5.94,3.61
2952,0.71,Very Good,D,VVS2,61.7,58.0,4014,5.71,5.74,3.53
2953,0.41,Ideal,E,SI2,61.9,57.0,876,4.8,4.76,2.96
2954,0.33,Ideal,F,VS2,62.3,56.0,854,4.46,4.43,2.77
2955,1.52,Good,E,I1,57.3,58.0,3105,7.53,7.42,4.28
2956,1.57,Premium,H,VS2,61.0,59.0,11575,7.54,7.5,4.59
2957,0.56,Ideal,E,VS1,61.3,55.0,1930,5.29,5.32,3.25
2958,1.19,Very Good,H,VS2,61.1,58.0,6819,6.78,6.83,4.16
2959,2.11,Very Good,E,SI2,62.4,61.0,17871,8.1,8.19,5.08
2960,0.71,Very Good,I,VS1,63.3,58.0,2198,5.68,5.66,3.59
2961,0.69,Fair,G,VS1,61.2,65.4,2235,5.58,5.64,3.42
2962,0.41,Ideal,J,VVS1,62.0,57.0,775,4.73,4.79,2.95
2963,0.51,Premium,E,VS1,61.3,58.0,1831,5.14,5.17,3.16
2964,0.71,Ideal,G,VS1,61.7,57.0,3431,5.7,5.75,3.53
2965,1.04,Ideal,H,SI2,60.7,57.0,4484,6.51,6.43,3.93
2966,0.71,Premium,E,VS1,59.7,57.0,2920,5.87,5.78,3.48
2967,1.03,Premium,H,VS1,59.2,58.0,4874,6.66,6.61,3.92
2968,0.39,Good,G,VVS1,61.6,61.0,1041,4.71,4.74,2.91
2969,0.43,Ideal,I,VVS1,63.0,56.0,968,4.86,4.83,3.05
2970,0.56,Ideal,D,SI1,61.4,57.0,1723,5.31,5.34,3.27
2971,0.3,Very Good,E,SI1,62.1,60.0,526,4.27,4.29,2.66
2972,1.14,Very Good,F,VVS2,63.3,56.0,8912,6.56,6.71,4.2
2973,1.2,Good,D,SI1,63.5,55.0,5913,6.7,6.78,4.28
2974,1.67,Ideal,I,VS1,61.6,59.0,11975,7.64,7.61,4.7
2975,0.31,Ideal,E,VVS2,61.1,56.0,864,4.38,4.39,2.68
2976,1.51,Ideal,H,SI1,62.4,57.0,9569,7.3,7.34,4.57
2977,1.0,Good,H,VVS1,63.5,60.0,6183,6.3,6.36,4.02
2978,0.55,Ideal,E,VS2,62.0,55.0,1715,5.28,5.24,3.26
2979,0.51,Ideal,G,VS2,62.7,57.0,1546,5.12,5.05,3.19
2980,1.0,Good,I,VS1,63.8,56.0,4202,6.35,6.32,4.04
2981,1.01,Very Good,D,VS2,62.9,58.0,6738,6.35,6.41,4.01
2982,2.02,Ideal,J,VS1,61.8,57.0,16397,8.06,8.13,5.0
2983,1.02,Very Good,F,VVS2,63.7,59.0,9728,6.34,6.38,4.05
2984,1.05,Ideal,G,VVS2,61.9,57.0,8645,6.51,6.54,4.04
2985,1.05,Ideal,J,SI1,62.3,56.0,4253,6.47,6.5,4.04
2986,0.31,Ideal,D,VS2,61.5,56.0,942,4.37,4.35,2.68
2987,0.74,Very Good,J,VS2,60.8,58.0,2003,5.79,5.85,3.54
2988,1.0,Premium,G,VS2,61.6,54.0,6216,6.49,6.46,3.99
2989,0.52,Ideal,H,SI1,61.7,55.0,1245,5.17,5.21,3.2
2990,0.5,Very Good,F,SI2,62.5,56.0,1020,5.05,5.09,3.17
2991,0.59,Fair,H,SI2,64.5,57.0,1059,5.37,5.16,3.42
2992,0.42,Ideal,D,SI1,62.0,55.0,810,4.83,4.84,3.0
2993,0.24,Very Good,E,VVS2,,60.0,485,3.97,4.01,2.48
2994,0.7,Very Good,H,SI1,62.9,56.0,2048,5.64,5.68,3.56
2995,1.2,Premium,H,VS1,62.7,58.0,6727,6.75,6.65,4.2
2996,0.53,Very Good,H,VS1,63.3,56.0,1561,5.13,5.17,3.26
2997,0.3,Ideal,E,VVS1,61.5,58.0,838,4.28,4.31,2.64
2998,0.91,Very Good,E,VS2,59.4,59.0,4795,6.3,6.36,3.76
2999,1.51,Good,I,VVS2,63.6,58.0,7255,7.29,7.26,4.63
3000,0.28,Ideal,E,VVS2,62.4,56.0,828,4.2,4.16,2.61
3001,0.4,Ideal,H,SI1,62.6,57.0,855,4.7,4.66,2.93
3002,1.09,Ideal,G,VS1,60.5,57.0,7078,6.69,6.73,4.06
3003,0.31,Premium,G,SI1,62.6,58.0,462,4.29,4.34,2.7
3004,0.71,Very Good,I,SI1,61.9,58.0,1898,5.66,5.69,3.51
3005,2.08,Premium,H,SI2,59.7,59.0,12454,8.38,8.29,4.98
3006,1.01,Premium,G,SI2,62.9,57.0,3750,6.39,6.33,4.0
3007,0.3,Ideal,F,VS2,60.7,56.0,776,4.34,4.32,2.63
3008,0.3,Premium,H,VS2,62.2,59.0,608,4.31,4.28,2.67
3009,1.01,Good,G,SI2,63.8,56.0,3620,6.32,6.22,4.0
3010,0.53,Ideal,G,VS1,61.9,55.0,1695,5.22,5.25,3.24
3011,1.01,Good,G,SI2,64.0,59.0,3461,6.34,6.31,4.05
3012,0.41,Premium,J,VS1,62.1,58.0,647,4.75,4.79,2.96
3013,0.43,Ideal,G,SI1,61.1,57.0,951,4.88,4.9,2.99
3014,1.6,Ideal,H,IF,61.5,53.0,16300,7.57,7.69,4.66
3015,1.01,Premium,H,SI1,62.3,58.0,4513,6.42,6.35,3.98
3016,1.01,Good,F,SI2,63.7,59.0,4242,6.38,6.28,4.03
3017,0.35,Very Good,G,IF,62.6,59.0,898,4.43,4.49,2.79
3018,0.65,Ideal,J,SI1,62.1,54.0,1214,5.56,5.59,3.46
3019,1.25,Ideal,E,VS2,62.6,56.0,8400,6.89,6.84,4.3
3020,1.03,Premium,G,SI2,59.9,60.0,4413,6.56,6.5,3.91
3021,0.71,Very Good,D,SI1,59.4,59.0,2964,5.78,5.81,3.44
3022,1.11,Very Good,E,SI2,62.8,55.0,4914,6.6,6.62,4.15
3023,2.01,Good,I,VS2,62.4,62.0,16304,7.91,7.99,4.96
3024,1.01,Very Good,E,VS1,62.2,56.0,7039,6.38,6.42,3.98
3025,0.6,Ideal,D,VS2,62.0,55.0,2444,5.39,5.42,3.35
3026,1.2,Premium,F,VVS2,62.2,58.0,11021,6.83,6.78,4.23
3027,0.3,Premium,I,SI1,61.6,59.0,506,4.34,4.29,2.66
3028,0.78,Premium,I,SI1,60.8,60.0,2377,5.97,5.94,3.62
3029,0.47,Ideal,G,SI2,61.3,56.0,784,4.98,5.01,3.06
3030,1.02,Very Good,H,VS2,60.0,63.0,4604,6.54,6.49,3.91
3031,2.03,Premium,E,SI1,62.9,57.0,16629,8.04,7.98,5.04
3032,2.0,Premium,G,SI1,59.3,60.0,14918,8.19,8.13,4.84
3033,1.11,Good,D,SI2,60.1,63.0,4877,6.68,6.7,4.02
3034,0.39,Ideal,D,VVS2,62.1,56.0,1212,4.65,4.69,2.9
3035,0.9,Very Good,D,SI2,58.1,60.0,3371,6.24,6.26,3.63
3036,0.7,Ideal,G,SI1,60.9,56.0,2965,5.73,5.79,3.51
3037,0.91,Ideal,H,SI1,61.9,56.0,4386,6.17,6.21,3.83
3038,0.53,Ideal,D,VS2,60.6,57.0,1956,5.28,5.24,3.19
3039,0.35,Very Good,G,IF,62.1,54.0,892,4.53,4.57,2.82
3040,1.53,Very Good,H,SI1,60.4,60.0,9332,7.39,7.44,4.48
3041,0.78,Very Good,D,SI1,62.4,58.0,2945,5.86,5.9,3.67
3042,0.27,Good,E,VVS1,63.9,57.0,586,4.07,4.1,2.61
3043,0.7,Very Good,H,VS1,60.1,61.0,2400,5.74,5.81,3.47
3044,1.5,Premium,I,VS1,60.8,61.0,9761,7.39,7.35,4.48
3045,0.71,Ideal,H,SI1,62.7,55.0,2313,5.66,5.7,3.56
3046,0.3,Ideal,E,VS1,61.1,58.0,673,4.3,4.34,2.64
3047,0.71,Good,I,VS1,63.6,56.0,2327,5.7,5.65,3.61
3048,0.31,Ideal,D,VS1,62.0,54.0,877,4.36,4.35,2.7
3049,0.33,Ideal,E,VS2,62.3,57.0,928,4.43,4.4,2.75
3050,0.3,Premium,G,VS1,60.0,60.0,776,4.33,4.3,2.59
3051,0.41,Premium,G,VS2,61.9,59.0,1061,4.77,4.73,2.94
3052,0.77,Very Good,E,SI2,60.4,58.0,3002,5.91,5.95,3.58
3053,0.64,Good,F,VS2,59.3,60.7,2063,5.59,5.66,3.34
3054,1.0,Premium,E,SI1,62.6,60.0,5445,6.3,6.35,3.97
3055,1.13,Ideal,H,SI1,61.5,56.0,6075,6.69,6.71,4.12
3056,0.3,Good,I,SI1,64.1,57.0,391,4.25,4.3,2.74
3057,1.25,Very Good,H,SI2,61.2,62.0,5637,6.84,6.95,4.22
3058,0.51,Ideal,G,VS1,59.0,59.0,1632,5.25,5.28,3.11
3059,0.5,Ideal,I,VS1,61.0,57.0,1266,5.11,5.13,3.12
3060,0.97,Good,J,VS2,64.3,58.0,3129,6.25,6.22,4.01
3061,1.53,Ideal,G,VS1,60.5,57.0,16311,7.42,7.52,4.51
